Perusahaan,Posisi,Lokasi,Gaji,Sistem Kerja,Pendidikan Minimal,Pengalaman Kerja,Kriteria,Kriteria_Clean,Kriteria_CF,Kriteria_Token,Kriteria_Stemming,Kriteria_Stopword
PT Artha Asia Prima,Sales Excecutive (HORECA),Bekasi,Negosiasi,Kontrak,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Staff / Officer', 'Ritel', 'Asisten Ritel']",DiplomaDDD Staff  Officer Ritel Asisten Ritel,diplomaddd staff  officer ritel asisten ritel,"['diplomaddd', 'staff', 'officer', 'ritel', 'asisten', 'ritel']","['diplomaddd', 'staff', 'officer', 'ritel', 'asisten', 'ritel']",diplomaddd staff officer ritel asisten ritel
Assa Hair & Beauty Salon,Costumer Service,Surabaya,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Fresh Graduate', 'Junior / Entry Level', 'Layanan Pelanggan', 'Customer Service']",DiplomaDDD Fresh Graduate Junior  Entry Level Layanan Pelanggan Customer Service,diplomaddd fresh graduate junior  entry level layanan pelanggan customer service,"['diplomaddd', 'fresh', 'graduate', 'junior', 'entry', 'level', 'layanan', 'pelanggan', 'customer', 'service']","['diplomaddd', 'fresh', 'graduate', 'junior', 'entry', 'level', 'layan', 'langgan', 'customer', 'service']",diplomaddd fresh graduate junior entry level layan langgan customer service
PT Artha Asia Prima,Sales Excecutive (HORECA),Kabupaten Tangerang,Negosiasi,Kontrak,SMA / SMK / STM,1-2 Tahun,"['Staff / Officer', 'Ritel', 'Asisten Ritel']",Staff  Officer Ritel Asisten Ritel,staff  officer ritel asisten ritel,"['staff', 'officer', 'ritel', 'asisten', 'ritel']","['staff', 'officer', 'ritel', 'asisten', 'ritel']",staff officer ritel asisten ritel
QIC Arsitek,Supervisor Kontraktor,Jakarta Utara,Negosiasi,Full Time,Diploma/D1/D2/D3,3-5 Tahun,"['Sarjana / S1', '6-10 Tahun', 'Supervisor / Coordinator', 'Konstruksi dan Bangunan', 'Site Supervisor / Pengawas Lapangan']",Sarjana  S  Tahun Supervisor  Coordinator Konstruksi dan Bangunan Site Supervisor  Pengawas Lapangan,sarjana  s  tahun supervisor  coordinator konstruksi dan bangunan site supervisor  pengawas lapangan,"['sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'konstruksi', 'dan', 'bangunan', 'site', 'supervisor', 'pengawas', 'lapangan']","['sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'konstruksi', 'dan', 'bangun', 'site', 'supervisor', 'awas', 'lapang']",sarjana s supervisor coordinator konstruksi bangun site supervisor awas lapang
PT. Wirama Mercu Metal,Admin Sosial Media,Jakarta Utara,Rp 4 – 5 Juta,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Sarjana / S1', 'Fresh Graduate', 'Junior / Entry Level', 'Marketing / Pemasaran', 'Content Marketing']",DiplomaDDD Sarjana  S Fresh Graduate Junior  Entry Level Marketing  Pemasaran Content Marketing,diplomaddd sarjana  s fresh graduate junior  entry level marketing  pemasaran content marketing,"['diplomaddd', 'sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'marketing', 'pemasaran', 'content', 'marketing']","['diplomaddd', 'sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'marketing', 'pasar', 'content', 'marketing']",diplomaddd sarjana s fresh graduate junior entry level marketing pasar content marketing
PT ATHIF BERKAH INDONESIA,Staff Kemitraan,Makassar,Rp 2 – 3 Juta,Kontrak,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Fresh Graduate', 'Junior / Entry Level', 'Layanan Pelanggan', 'Customer Service']",Sarjana  S Fresh Graduate Junior  Entry Level Layanan Pelanggan Customer Service,sarjana  s fresh graduate junior  entry level layanan pelanggan customer service,"['sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'layanan', 'pelanggan', 'customer', 'service']","['sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'layan', 'langgan', 'customer', 'service']",sarjana s fresh graduate junior entry level layan langgan customer service
Mitrasindo Printing,Asisten Mesin Cetak SM 102,Jakarta Utara,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['3-5 Tahun', 'Junior / Entry Level', 'Pabrik dan Manufaktur', 'Operator Mesin']", Tahun Junior  Entry Level Pabrik dan Manufaktur Operator Mesin, tahun junior  entry level pabrik dan manufaktur operator mesin,"['tahun', 'junior', 'entry', 'level', 'pabrik', 'dan', 'manufaktur', 'operator', 'mesin']","['tahun', 'junior', 'entry', 'level', 'pabrik', 'dan', 'manufaktur', 'operator', 'mesin']",junior entry level pabrik manufaktur operator mesin
PT. GRAHA AUTO PERKASA,Marketing Executive,Batam,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Fresh Graduate', 'Staff / Officer', 'Marketing / Pemasaran', 'Komunikasi Pemasaran']",Fresh Graduate Staff  Officer Marketing  Pemasaran Komunikasi Pemasaran,fresh graduate staff  officer marketing  pemasaran komunikasi pemasaran,"['fresh', 'graduate', 'staff', 'officer', 'marketing', 'pemasaran', 'komunikasi', 'pemasaran']","['fresh', 'graduate', 'staff', 'officer', 'marketing', 'pasar', 'komunikasi', 'pasar']",fresh graduate staff officer marketing pasar komunikasi pasar
PT. GRAHA AUTO PERKASA,Digital Marketing,Batam,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Fresh Graduate', 'Staff / Officer', 'Marketing / Pemasaran', 'Content Marketing']",DiplomaDDD Fresh Graduate Staff  Officer Marketing  Pemasaran Content Marketing,diplomaddd fresh graduate staff  officer marketing  pemasaran content marketing,"['diplomaddd', 'fresh', 'graduate', 'staff', 'officer', 'marketing', 'pemasaran', 'content', 'marketing']","['diplomaddd', 'fresh', 'graduate', 'staff', 'officer', 'marketing', 'pasar', 'content', 'marketing']",diplomaddd fresh graduate staff officer marketing pasar content marketing
PT. INDOSTAR SECURITY,Senior Sales Engineer,Jakarta Utara,Rp 6 – 7 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', '3-5 Tahun', '6-10 Tahun', 'Supervisor / Coordinator', 'Sales / Penjualan', 'Konsultan Penjualan']",Sarjana  S  Tahun  Tahun Supervisor  Coordinator Sales  Penjualan Konsultan Penjualan,sarjana  s  tahun  tahun supervisor  coordinator sales  penjualan konsultan penjualan,"['sarjana', 's', 'tahun', 'tahun', 'supervisor', 'coordinator', 'sales', 'penjualan', 'konsultan', 'penjualan']","['sarjana', 's', 'tahun', 'tahun', 'supervisor', 'coordinator', 'sales', 'jual', 'konsultan', 'jual']",sarjana s supervisor coordinator sales jual konsultan jual
PT ATHIF BERKAH INDONESIA,Staff Kemitraan,Banjarmasin,Rp 2 – 3 Juta,Kontrak,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Fresh Graduate', 'Junior / Entry Level', 'Layanan Pelanggan', 'Customer Relation']",Sarjana  S Fresh Graduate Junior  Entry Level Layanan Pelanggan Customer Relation,sarjana  s fresh graduate junior  entry level layanan pelanggan customer relation,"['sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'layanan', 'pelanggan', 'customer', 'relation']","['sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'layan', 'langgan', 'customer', 'relation']",sarjana s fresh graduate junior entry level layan langgan customer relation
Toko Aluminium dan Kaca GSM Aluminium,Helper Tukang Aluminium,Depok,Negosiasi,Full Time,SMA / SMK / STM,,"['Fresh Graduate', 'Staff / Officer', 'Keterampilan & Jasa', 'Pekerja Konstruksi & Tukang']",Fresh Graduate Staff  Officer Keterampilan  Jasa Pekerja Konstruksi  Tukang,fresh graduate staff  officer keterampilan  jasa pekerja konstruksi  tukang,"['fresh', 'graduate', 'staff', 'officer', 'keterampilan', 'jasa', 'pekerja', 'konstruksi', 'tukang']","['fresh', 'graduate', 'staff', 'officer', 'terampil', 'jasa', 'kerja', 'konstruksi', 'tukang']",fresh graduate staff officer terampil jasa kerja konstruksi tukang
RUGONAL,Staff Administration,Jakarta Utara,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Sarjana / S1', 'Fresh Graduate', 'Junior / Entry Level', 'Administrasi', 'Staf Admin']",DiplomaDDD Sarjana  S Fresh Graduate Junior  Entry Level Administrasi Staf Admin,diplomaddd sarjana  s fresh graduate junior  entry level administrasi staf admin,"['diplomaddd', 'sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'administrasi', 'staf', 'admin']","['diplomaddd', 'sarjana', 's', 'fresh', 'graduate', 'junior', 'entry', 'level', 'administrasi', 'staf', 'admin']",diplomaddd sarjana s fresh graduate junior entry level administrasi staf admin
PT. Bintang Lestari Sejahtera,Staff Marketing,Tangerang,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Fresh Graduate', 'Junior / Entry Level', 'Marketing / Pemasaran', 'Komunikasi Pemasaran']",DiplomaDDD Fresh Graduate Junior  Entry Level Marketing  Pemasaran Komunikasi Pemasaran,diplomaddd fresh graduate junior  entry level marketing  pemasaran komunikasi pemasaran,"['diplomaddd', 'fresh', 'graduate', 'junior', 'entry', 'level', 'marketing', 'pemasaran', 'komunikasi', 'pemasaran']","['diplomaddd', 'fresh', 'graduate', 'junior', 'entry', 'level', 'marketing', 'pasar', 'komunikasi', 'pasar']",diplomaddd fresh graduate junior entry level marketing pasar komunikasi pasar
Mitrasindo Printing,Office Boy/Girl,Jakarta Utara,Rp 2 – 3 Juta,Full Time,SMA / SMK / STM,1-2 Tahun,"['Junior / Entry Level', 'Keterampilan & Jasa', 'Kebersihan & Bantuan Operasional']",Junior  Entry Level Keterampilan  Jasa Kebersihan  Bantuan Operasional,junior  entry level keterampilan  jasa kebersihan  bantuan operasional,"['junior', 'entry', 'level', 'keterampilan', 'jasa', 'kebersihan', 'bantuan', 'operasional']","['junior', 'entry', 'level', 'terampil', 'jasa', 'bersih', 'bantu', 'operasional']",junior entry level terampil jasa bersih bantu operasional
RUGONAL,Accounting Staff,Jakarta Utara,Rp 4 – 5 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Junior / Entry Level', 'Akuntansi', 'Akuntansi Finansial']",Sarjana  S Junior  Entry Level Akuntansi Akuntansi Finansial,sarjana  s junior  entry level akuntansi akuntansi finansial,"['sarjana', 's', 'junior', 'entry', 'level', 'akuntansi', 'akuntansi', 'finansial']","['sarjana', 's', 'junior', 'entry', 'level', 'akuntansi', 'akuntansi', 'finansial']",sarjana s junior entry level akuntansi akuntansi finansial
Verena Mia,Consultant Representative,Tangerang,Rp 4 – 5 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Supervisor / Coordinator', 'Sales / Penjualan', 'Konsultan Penjualan']",Sarjana  S Supervisor  Coordinator Sales  Penjualan Konsultan Penjualan,sarjana  s supervisor  coordinator sales  penjualan konsultan penjualan,"['sarjana', 's', 'supervisor', 'coordinator', 'sales', 'penjualan', 'konsultan', 'penjualan']","['sarjana', 's', 'supervisor', 'coordinator', 'sales', 'jual', 'konsultan', 'jual']",sarjana s supervisor coordinator sales jual konsultan jual
PT Prisma Karya Utama,Staff Administrasi / Tender,Bandung Kota,Rp 4 – 5 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Junior / Entry Level', 'Administrasi', 'Staf Admin']",Sarjana  S Junior  Entry Level Administrasi Staf Admin,sarjana  s junior  entry level administrasi staf admin,"['sarjana', 's', 'junior', 'entry', 'level', 'administrasi', 'staf', 'admin']","['sarjana', 's', 'junior', 'entry', 'level', 'administrasi', 'staf', 'admin']",sarjana s junior entry level administrasi staf admin
PT. LESTARI BARA ABADI,Coal Staff Operational Stockpile (Staff Lapangan),Jakarta Utara,Rp 2 – 3 Juta,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Junior / Entry Level', 'Pertambangan & Energi', 'Eksplorasi Tambang & Minyak']",DiplomaDDD Junior  Entry Level Pertambangan  Energi Eksplorasi Tambang  Minyak,diplomaddd junior  entry level pertambangan  energi eksplorasi tambang  minyak,"['diplomaddd', 'junior', 'entry', 'level', 'pertambangan', 'energi', 'eksplorasi', 'tambang', 'minyak']","['diplomaddd', 'junior', 'entry', 'level', 'tambang', 'energi', 'eksplorasi', 'tambang', 'minyak']",diplomaddd junior entry level tambang energi eksplorasi tambang minyak
CV.KHARISMA NUSANTARA,Mandarin Interpreter,Gresik,Negosiasi,Kontrak,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', '3-5 Tahun', 'Supervisor / Coordinator', 'Keterampilan & Jasa', 'Penerjemah']",Sarjana  S  Tahun Supervisor  Coordinator Keterampilan  Jasa Penerjemah,sarjana  s  tahun supervisor  coordinator keterampilan  jasa penerjemah,"['sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'keterampilan', 'jasa', 'penerjemah']","['sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'terampil', 'jasa', 'terjemah']",sarjana s supervisor coordinator terampil jasa terjemah
Penyets.an Frozen,Koki,Bogor,Negosiasi,Freelance,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Sarjana / S1', '3-5 Tahun', 'Junior / Entry Level', 'Restaurant', 'Koki / Chef']",DiplomaDDD Sarjana  S  Tahun Junior  Entry Level Restaurant Koki  Chef,diplomaddd sarjana  s  tahun junior  entry level restaurant koki  chef,"['diplomaddd', 'sarjana', 's', 'tahun', 'junior', 'entry', 'level', 'restaurant', 'koki', 'chef']","['diplomaddd', 'sarjana', 's', 'tahun', 'junior', 'entry', 'level', 'restaurant', 'koki', 'chef']",diplomaddd sarjana s junior entry level restaurant koki chef
PT JINGSHENG TECHNOLOGY JAKARTA,Content Monitor,Jakarta Barat,Negosiasi,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Fresh Graduate', 'Supervisor / Coordinator', 'Marketing / Pemasaran', 'Content Marketing']",Sarjana  S Fresh Graduate Supervisor  Coordinator Marketing  Pemasaran Content Marketing,sarjana  s fresh graduate supervisor  coordinator marketing  pemasaran content marketing,"['sarjana', 's', 'fresh', 'graduate', 'supervisor', 'coordinator', 'marketing', 'pemasaran', 'content', 'marketing']","['sarjana', 's', 'fresh', 'graduate', 'supervisor', 'coordinator', 'marketing', 'pasar', 'content', 'marketing']",sarjana s fresh graduate supervisor coordinator marketing pasar content marketing
CV.KHARISMA NUSANTARA,Accounting,Gresik,Negosiasi,Full Time,Sarjana / S1,1-2 Tahun,"['Junior / Entry Level', 'Akuntansi', 'Akuntansi Finansial']",Junior  Entry Level Akuntansi Akuntansi Finansial,junior  entry level akuntansi akuntansi finansial,"['junior', 'entry', 'level', 'akuntansi', 'akuntansi', 'finansial']","['junior', 'entry', 'level', 'akuntansi', 'akuntansi', 'finansial']",junior entry level akuntansi akuntansi finansial
CV.KHARISMA NUSANTARA,Teknisi Maintenance Mesin,Gresik,Negosiasi,Kontrak,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Junior / Entry Level', 'Keterampilan & Jasa', 'Juru Las / Welder']",DiplomaDDD Junior  Entry Level Keterampilan  Jasa Juru Las  Welder,diplomaddd junior  entry level keterampilan  jasa juru las  welder,"['diplomaddd', 'junior', 'entry', 'level', 'keterampilan', 'jasa', 'juru', 'las', 'welder']","['diplomaddd', 'junior', 'entry', 'level', 'terampil', 'jasa', 'juru', 'las', 'welder']",diplomaddd junior entry level terampil jasa juru las welder
PT ZHALOVA KARYA KREATIF,Sales Marketing Staff,Serang,Rp 5 – 6 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', '3-5 Tahun', 'Staff / Officer', 'Marketing / Pemasaran', 'Komunikasi Pemasaran']",Sarjana  S  Tahun Staff  Officer Marketing  Pemasaran Komunikasi Pemasaran,sarjana  s  tahun staff  officer marketing  pemasaran komunikasi pemasaran,"['sarjana', 's', 'tahun', 'staff', 'officer', 'marketing', 'pemasaran', 'komunikasi', 'pemasaran']","['sarjana', 's', 'tahun', 'staff', 'officer', 'marketing', 'pasar', 'komunikasi', 'pasar']",sarjana s staff officer marketing pasar komunikasi pasar
Penyets.an Frozen,Staff Produksi (Dapur),Bogor,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Sarjana / S1', '3-5 Tahun', 'Junior / Entry Level', 'Restaurant', 'Cook Helper']",DiplomaDDD Sarjana  S  Tahun Junior  Entry Level Restaurant Cook Helper,diplomaddd sarjana  s  tahun junior  entry level restaurant cook helper,"['diplomaddd', 'sarjana', 's', 'tahun', 'junior', 'entry', 'level', 'restaurant', 'cook', 'helper']","['diplomaddd', 'sarjana', 's', 'tahun', 'junior', 'entry', 'level', 'restaurant', 'cook', 'helper']",diplomaddd sarjana s junior entry level restaurant cook helper
CV.KHARISMA NUSANTARA,Kepala Produksi,Gresik,Negosiasi,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Manager / Assistant Manager', 'Pabrik dan Manufaktur', 'Pengawasan & Manajemen Pabrik']",Sarjana  S Manager  Assistant Manager Pabrik dan Manufaktur Pengawasan  Manajemen Pabrik,sarjana  s manager  assistant manager pabrik dan manufaktur pengawasan  manajemen pabrik,"['sarjana', 's', 'manager', 'assistant', 'manager', 'pabrik', 'dan', 'manufaktur', 'pengawasan', 'manajemen', 'pabrik']","['sarjana', 's', 'manager', 'assistant', 'manager', 'pabrik', 'dan', 'manufaktur', 'awas', 'manajemen', 'pabrik']",sarjana s manager assistant manager pabrik manufaktur awas manajemen pabrik
PT DARLINGS JAYA INDONESIA,Leader Cook,Jakarta Selatan,Rp 3 – 4 Juta,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Sarjana / S1', '3-5 Tahun', 'Supervisor / Coordinator', 'Restaurant', 'Koki / Chef']",DiplomaDDD Sarjana  S  Tahun Supervisor  Coordinator Restaurant Koki  Chef,diplomaddd sarjana  s  tahun supervisor  coordinator restaurant koki  chef,"['diplomaddd', 'sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'restaurant', 'koki', 'chef']","['diplomaddd', 'sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'restaurant', 'koki', 'chef']",diplomaddd sarjana s supervisor coordinator restaurant koki chef
PT DUNIA PEMADAM INDONESIA,Drafter,Jakarta Timur,Rp 4 – 5 Juta,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Staff / Officer', 'Desain & Arsitektur', 'Drafter Arsitektur']",DiplomaDDD Staff  Officer Desain  Arsitektur Drafter Arsitektur,diplomaddd staff  officer desain  arsitektur drafter arsitektur,"['diplomaddd', 'staff', 'officer', 'desain', 'arsitektur', 'drafter', 'arsitektur']","['diplomaddd', 'staff', 'officer', 'desain', 'arsitektur', 'drafter', 'arsitektur']",diplomaddd staff officer desain arsitektur drafter arsitektur
PT DUNIA PEMADAM INDONESIA,National Sales Manager,Jakarta Timur,Rp 10 – 12 Juta,Full Time,Sarjana / S1,3-5 Tahun,"['6-10 Tahun', 'Manager / Assistant Manager', 'Sales / Penjualan', 'Manajemen Penjualan']", Tahun Manager  Assistant Manager Sales  Penjualan Manajemen Penjualan, tahun manager  assistant manager sales  penjualan manajemen penjualan,"['tahun', 'manager', 'assistant', 'manager', 'sales', 'penjualan', 'manajemen', 'penjualan']","['tahun', 'manager', 'assistant', 'manager', 'sales', 'jual', 'manajemen', 'jual']",manager assistant manager sales jual manajemen jual
PT DUNIA PEMADAM INDONESIA,Business Executive,Jakarta Timur,Rp 4 – 5 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Staff / Officer', 'Sales / Penjualan', 'Pengembangan Bisnis']",Sarjana  S Staff  Officer Sales  Penjualan Pengembangan Bisnis,sarjana  s staff  officer sales  penjualan pengembangan bisnis,"['sarjana', 's', 'staff', 'officer', 'sales', 'penjualan', 'pengembangan', 'bisnis']","['sarjana', 's', 'staff', 'officer', 'sales', 'jual', 'kembang', 'bisnis']",sarjana s staff officer sales jual kembang bisnis
Rusunami CityPark,Staff Engineering,Jakarta Barat,Rp 3 – 4 Juta,Kontrak,SMA / SMK / STM,1-2 Tahun,"['Staff / Officer', 'Teknik', 'Teknik Elektro / Elektronika']",Staff  Officer Teknik Teknik Elektro  Elektronika,staff  officer teknik teknik elektro  elektronika,"['staff', 'officer', 'teknik', 'teknik', 'elektro', 'elektronika']","['staff', 'officer', 'teknik', 'teknik', 'elektro', 'elektronika']",staff officer teknik teknik elektro elektronika
PT. Mega Indo Prima,Leader Quality Control,Tangerang,Rp 4 – 5 Juta,Kontrak,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', '3-5 Tahun', 'Supervisor / Coordinator', 'Pabrik dan Manufaktur', 'Mutu Manufaktur (QC/QA)']",Sarjana  S  Tahun Supervisor  Coordinator Pabrik dan Manufaktur Mutu Manufaktur QCQA,sarjana  s  tahun supervisor  coordinator pabrik dan manufaktur mutu manufaktur qcqa,"['sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'pabrik', 'dan', 'manufaktur', 'mutu', 'manufaktur', 'qcqa']","['sarjana', 's', 'tahun', 'supervisor', 'coordinator', 'pabrik', 'dan', 'manufaktur', 'mutu', 'manufaktur', 'qcqa']",sarjana s supervisor coordinator pabrik manufaktur mutu manufaktur qcqa
PT Niagamas Lestari Gemilang,Sales Executive,Jakarta Barat,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Staff / Officer', 'Sales / Penjualan', 'Konsultan Penjualan']",Staff  Officer Sales  Penjualan Konsultan Penjualan,staff  officer sales  penjualan konsultan penjualan,"['staff', 'officer', 'sales', 'penjualan', 'konsultan', 'penjualan']","['staff', 'officer', 'sales', 'jual', 'konsultan', 'jual']",staff officer sales jual konsultan jual
PT Pangestu Suryaning Famili,Teknisi Telekomunikasi,Klaten,Rp 4 – 5 Juta,Kontrak,SMA / SMK / STM,1-2 Tahun,"['Fresh Graduate', 'Junior / Entry Level', 'IT / Information Technology', 'Telekomunikasi']",Fresh Graduate Junior  Entry Level IT  Information Technology Telekomunikasi,fresh graduate junior  entry level it  information technology telekomunikasi,"['fresh', 'graduate', 'junior', 'entry', 'level', 'it', 'information', 'technology', 'telekomunikasi']","['fresh', 'graduate', 'junior', 'entry', 'level', 'it', 'information', 'technology', 'telekomunikasi']",fresh graduate junior entry level it information technology telekomunikasi
PT ASGI Industrial Indonesia,Sales Engineer,Cikarang,Rp 6 – 7 Juta,Full Time,Diploma/D1/D2/D3,1-2 Tahun,"['Sarjana / S1', 'Staff / Officer', 'Sales / Penjualan', 'Konsultan Penjualan']",Sarjana  S Staff  Officer Sales  Penjualan Konsultan Penjualan,sarjana  s staff  officer sales  penjualan konsultan penjualan,"['sarjana', 's', 'staff', 'officer', 'sales', 'penjualan', 'konsultan', 'penjualan']","['sarjana', 's', 'staff', 'officer', 'sales', 'jual', 'konsultan', 'jual']",sarjana s staff officer sales jual konsultan jual
Sehat Subur Shiatsu,Terapis Pijat / Massage Therapist,Palembang,Negosiasi,Kontrak,SMA / SMK / STM,1-2 Tahun,"['Junior / Entry Level', 'Kecantikan & Perawatan', 'Spa & Pijat Relaksasi']",Junior  Entry Level Kecantikan  Perawatan Spa  Pijat Relaksasi,junior  entry level kecantikan  perawatan spa  pijat relaksasi,"['junior', 'entry', 'level', 'kecantikan', 'perawatan', 'spa', 'pijat', 'relaksasi']","['junior', 'entry', 'level', 'cantik', 'awat', 'spa', 'pijat', 'relaksasi']",junior entry level cantik awat spa pijat relaksasi
PT. Bintang Lestari Sejahtera,Staff Digital Marketing,Kabupaten Tangerang,Negosiasi,Full Time,SMA / SMK / STM,1-2 Tahun,"['Diploma/D1/D2/D3', 'Sarjana / S1', 'Junior / Entry Level', 'Marketing / Pemasaran', 'Pemasaran Digital']",DiplomaDDD Sarjana  S Junior  Entry Level Marketing  Pemasaran Pemasaran Digital,diplomaddd sarjana  s junior  entry level marketing  pemasaran pemasaran digital,"['diplomaddd', 'sarjana', 's', 'junior', 'entry', 'level', 'marketing', 'pemasaran', 'pemasaran', 'digital']","['diplomaddd', 'sarjana', 's', 'junior', 'entry', 'level', 'marketing', 'pasar', 'pasar', 'digital']",diplomaddd sarjana s junior entry level marketing pasar pasar digital
